Type	Obj	FriendlyName
Receptor	GPR135	GPR135
Receptor	GPR151	GPR151
Receptor	GPR182	GPR182
Receptor	GPR37	GPR37
Receptor	GPR37L1	GPR37L1
Receptor	GPR39	GPR39
Receptor	GPR56	GPR56
Receptor	GPR75	GPR75
Receptor	GRIN2C	GRIN2C
Receptor	GRIN2D	GRIN2D
Receptor	GRM1	GRM1
Receptor	GRM5	GRM5
Receptor	GRPR	GRPR
Receptor	GUCY2C	GUCY2C
Receptor	GUCY2D	GUCY2D
Receptor	HAVCR2	HAVCR2 (TIM-3)
Receptor	HCRTR1	HCRTR1
Receptor	HCRTR2	HCRTR2
Receptor	HFE	HFE
Receptor	HFE2	HFE2
Receptor	HHIP	HHIP
Receptor	HLA-F	HLA-F
Receptor	HMMR	HMMR
Receptor	HRH4	HRH4
Receptor	HTR2A	HTR2A
Receptor	HTR2C	HTR2C
Receptor	HTR6	HTR6
Receptor	IFNAR1	IFNAR1
Receptor	IFNAR2	IFNAR2
Receptor	IFNGR1	IFNGR1
Receptor	IFNGR2	IFNGR2
Receptor	IFNLR1	IFNLR1
Receptor	IGF1R	IGF1R
Receptor	IGF2R	IGF2R
Receptor	IGFLR1	IGFLR1
Receptor	IL10RA	IL10RA
Receptor	IL10RB	IL10RB
Receptor	IL11RA	IL11RA
Receptor	IL12RB1	IL12RB1
Receptor	IL12RB2	IL12RB2
Receptor	IL13RA1	IL13RA1
Receptor	IL13RA2	IL13RA2
Receptor	IL15RA	IL15RA
Receptor	IL17RA	IL17RA
Receptor	IL17RB	IL17RB
Receptor	IL17RC	IL17RC
Receptor	IL18R1	IL18R1
Receptor	IL18RAP	IL18RAP
Receptor	IL1R1	IL1R1
Receptor	IL1R2	IL1R2
Receptor	IL1RAP	IL1RAP
Receptor	IL1RAPL1	IL1RAPL1
Receptor	IL1RL2	IL1RL2
Receptor	IL20RA	IL20RA
Receptor	IL20RB	IL20RB
Receptor	IL21R	IL21R
Receptor	IL22RA1	IL22RA1
Receptor	IL22RA2	IL22RA2
Receptor	IL23R	IL23R
Receptor	IL27RA	IL27RA
Receptor	IL2RA	IL2RA (CD122)
Receptor	IL2RB	IL2RB
Receptor	IL2RG	IL2RG
Receptor	IL31RA	IL31RA
Receptor	IL3RA	IL3RA
Receptor	IL4R	IL4R
Receptor	IL5RA	IL5RA
Receptor	IL6R	IL6R
Receptor	IL6ST	IL6ST
Receptor	IL7R	IL7R
Receptor	IL9R	IL9R
Receptor	INSR	INSR
Receptor	ITGA1	ITGA1
Receptor	ITGA10	ITGA10
Receptor	ITGA11	ITGA11
Receptor	ITGA2	ITGA2
Receptor	ITGA2B	ITGA2B
Receptor	ITGA3	ITGA3
Receptor	ITGA4	ITGA4
Receptor	ITGA5	ITGA5
Receptor	ITGA6	ITGA6
Receptor	ITGA7	ITGA7
Receptor	ITGA8	ITGA8
Receptor	ITGA9	ITGA9
Receptor	ITGAD	ITGAD
Receptor	ITGAE	ITGAE
Receptor	ITGAL	ITGAL
Receptor	ITGAM	ITGAM
Receptor	ITGAV	ITGAV
Receptor	ITGAX	ITGAX
Receptor	ITGB1	ITGB1
Receptor	ITGB2	ITGB2 (LFA1)
Receptor	ITGB3	ITGB3
Receptor	ITGB4	ITGB4
Receptor	ITGB5	ITGB5
Receptor	ITGB6	ITGB6
Receptor	ITGB7	ITGB7
Receptor	ITGB8	ITGB8
Receptor	JMJD6	JMJD6
Receptor	KCNA3	KCNA3
Receptor	KCND1	KCND1
Receptor	KCND2	KCND2
Receptor	KCNJ10	KCNJ10
Receptor	KCNJ15	KCNJ15
Receptor	KCNJ4	KCNJ4
Receptor	KDR	KDR
Receptor	KEL	KEL
Receptor	KIR2DL1	KIR2DL1
Receptor	KIR2DL3	KIR2DL3
Receptor	KIR2DL4	KIR2DL4
Receptor	KIR2DS4	KIR2DS4
Receptor	KIR3DL1	KIR3DL1
Receptor	KIR3DL2	KIR3DL2
Receptor	KISS1R	KISS1R
Receptor	KIT	KIT
Receptor	KLB	KLB
Receptor	KLRC1	KLRC1
Receptor	KLRC2	KLRC2
Receptor	KLRD1	KLRD1
Receptor	KLRK1	KLRK1
Receptor	KREMEN1	KREMEN1
Receptor	KREMEN2	KREMEN2
Receptor	LAG3	LAG3
Receptor	LAMP1	LAMP1
Receptor	LDLR	LDLR
Receptor	LEPR	LEPR
Receptor	LGR4	LGR4
Receptor	LGR5	LGR5
Receptor	LGR6	LGR6
Receptor	LHCGR	LHCGR
Receptor	LIFR	LIFR
Receptor	LILRA3	LILRA3
Receptor	LILRB1	LILRB1
Receptor	LILRB2	LILRB2
Receptor	LINGO1	LINGO1
Receptor	LMBR1L	LMBR1L
Receptor	LPAR1	LPAR1
Receptor	LPAR2	LPAR2
Receptor	LPAR3	LPAR3
Receptor	LPAR4	LPAR4
Receptor	LPHN1	LPHN1
Receptor	LPHN2	LPHN2
Receptor	LRP1	LRP1
Receptor	LRP11	LRP11
Receptor	LRP2	LRP2
Receptor	LRP4	LRP4
Receptor	LRP5	LRP5
Receptor	LRP6	LRP6
Receptor	LRP8	LRP8
Receptor	LRRC4	LRRC4
Receptor	LRRC4C	LRRC4C
Receptor	LSR	LSR
Receptor	LTBR	LTBR
Receptor	MAG	MAG
Receptor	MARCO	MARCO
Receptor	MAS1	MAS1
Receptor	MC1R	MC1R
Receptor	MC2R	MC2R
Receptor	MC3R	MC3R
Receptor	MC4R	MC4R
Receptor	MC5R	MC5R
Receptor	MCAM	MCAM
Receptor	MCHR1	MCHR1
Receptor	MCHR2	MCHR2
Receptor	MERTK	MERTK
Receptor	MET	MET
Receptor	MFRP	MFRP
Receptor	MLNR	MLNR
Receptor	MMP24	MMP24
Receptor	MPL	MPL
Receptor	MRGPRX1	MRGPRX1
Receptor	MRGPRX2	MRGPRX2
Receptor	MST1R	MST1R
Receptor	MTNR1A	MTNR1A
Receptor	MTNR1B	MTNR1B
Receptor	MUSK	MUSK
Receptor	NCSTN	NCSTN
Receptor	NEO1	NEO1
Receptor	NGFR	NGFR
Receptor	NGFRAP1	NGFRAP1
Receptor	NMBR	NMBR
Receptor	NMUR1	NMUR1
Receptor	NMUR2	NMUR2
Receptor	NOTCH1	NOTCH1
Receptor	NOTCH2	NOTCH2
Receptor	NOTCH3	NOTCH3
Receptor	NOTCH4	NOTCH4
Receptor	NPBWR1	NPBWR1
Receptor	NPBWR2	NPBWR2
Receptor	NPFFR1	NPFFR1
Receptor	NPFFR2	NPFFR2
Receptor	NPR1	NPR1
Receptor	NPR2	NPR2
Receptor	NPR3	NPR3
Receptor	NPSR1	NPSR1
Receptor	NPY1R	NPY1R
Receptor	NPY2R	NPY2R
Receptor	NPY4R	NPY4R
Receptor	NPY5R	NPY5R
Receptor	NRCAM	NRCAM
Receptor	NRP1	NRP1
Receptor	NRP2	NRP2
Receptor	NRSN1	NRSN1
Receptor	NRXN1	NRXN1
Receptor	NRXN2	NRXN2
Receptor	NRXN3	NRXN3
Receptor	NT5E	NT5E
Receptor	NTRK1	NTRK1
Receptor	NTRK2	NTRK2
Receptor	NTRK3	NTRK3
Receptor	NTSR1	NTSR1
Receptor	NTSR2	NTSR2
Receptor	OGFR	OGFR
Receptor	OLR1	OLR1
Receptor	OPRD1	OPRD1
Receptor	OPRK1	OPRK1
Receptor	OPRL1	OPRL1
Receptor	OPRM1	OPRM1
Receptor	OR1G1	OR1G1
Receptor	ORAI2	ORAI2
Receptor	OSMR	OSMR
Receptor	OXTR	OXTR
Receptor	P2RY12	P2RY12
Receptor	P2RY14	P2RY14
Receptor	PDCD1	PDCD1 (PD-1)
Receptor	PDGFRA	PDGFRA
Receptor	PDGFRB	PDGFRB
Receptor	PECAM1	PECAM1
Receptor	PHEX	PHEX
Receptor	PLA2R1	PLA2R1
Receptor	PLAUR	PLAUR
Receptor	PLD2	PLD2
Receptor	PLGRKT	PLGRKT
Receptor	PLSCR4	PLSCR4
Receptor	PLXNA1	PLXNA1
Receptor	PLXNA2	PLXNA2
Receptor	PLXNA3	PLXNA3
Receptor	PLXNA4	PLXNA4
Receptor	PLXNB1	PLXNB1
Receptor	PLXNB2	PLXNB2
Receptor	PLXNB3	PLXNB3
Receptor	PLXNC1	PLXNC1
Receptor	PLXND1	PLXND1
Receptor	PRLHR	PRLHR
Receptor	PRLR	PRLR
Receptor	PROCR	PROCR
Receptor	PROKR1	PROKR1
Receptor	PROKR2	PROKR2
Receptor	PTCH1	PTCH1
Receptor	PTCH2	PTCH2
Receptor	PTGDR	PTGDR
Receptor	PTGDR2	PTGDR2
Receptor	PTGIR	PTGIR
Receptor	PTH1R	PTH1R
Receptor	PTH2R	PTH2R
Receptor	PTPRB	PTPRB
Receptor	PTPRF	PTPRF
Receptor	PTPRG	PTPRG
Receptor	PTPRM	PTPRM
Receptor	PTPRS	PTPRS
Receptor	PTPRU	PTPRU
Receptor	PTPRZ1	PTPRZ1
Receptor	PVR	PVR
Receptor	PVRL1	PVRL1
Receptor	PVRL2	PVRL2
Receptor	PVRL3	PVRL3
Receptor	PVRL4	PVRL4
Receptor	QRFPR	QRFPR
Receptor	RAMP1	RAMP1
Receptor	RAMP2	RAMP2
Receptor	RET	RET
Receptor	RHAG	RHAG
Receptor	RHBDL2	RHBDL2
Receptor	ROBO1	ROBO1
Receptor	ROBO2	ROBO2
Receptor	ROBO3	ROBO3
Receptor	ROBO4	ROBO4
Receptor	ROR1	ROR1
Receptor	ROR2	ROR2
Receptor	RPSA	RPSA
Receptor	RTN4R	RTN4R
Receptor	RTN4RL1	RTN4RL1
Receptor	RXFP1	RXFP1
Receptor	RXFP2	RXFP2
Receptor	RXFP3	RXFP3
Receptor	RXFP4	RXFP4
Receptor	RYK	RYK
Receptor	S1PR1	S1PR1
Receptor	SCARB1	SCARB1
Receptor	SCARF1	SCARF1
Receptor	SCN5A	SCN5A
Receptor	SCN8A	SCN8A
Receptor	SCTR	SCTR
Receptor	SDC1	SDC1
Receptor	SDC2	SDC2
Receptor	SDC3	SDC3
Receptor	SDC4	SDC4
Receptor	SELE	SELE
Receptor	SELL	SELL
Receptor	SELP	SELP
Receptor	SLC16A2	SLC16A2
Receptor	SLC37A1	SLC37A1
Receptor	SLC40A1	SLC40A1
Receptor	SMO	SMO
Receptor	SORCS3	SORCS3
Receptor	SORL1	SORL1
Receptor	SORT1	SORT1
Receptor	SSTR1	SSTR1
Receptor	SSTR2	SSTR2
Receptor	SSTR3	SSTR3
Receptor	SSTR4	SSTR4
Receptor	SSTR5	SSTR5
Receptor	ST14	ST14
Receptor	STRA6	STRA6
Receptor	TACR1	TACR1
Receptor	TACR2	TACR2
Receptor	TACR3	TACR3
Receptor	TBXA2R	TBXA2R
Receptor	TEK	TEK
Receptor	TFR2	TFR2
Receptor	TFRC	TFRC
Receptor	TGFBR1	TGFBR1
Receptor	TGFBR2	TGFBR2
Receptor	TGFBR3	TGFBR3
Receptor	THBD	THBD
Receptor	TIE1	TIE1
Receptor	TIGIT	TIGIT
Receptor	TLR2	TLR2
Receptor	TLR4	TLR4
Receptor	TLR5	TLR5
Receptor	TLR6	TLR6
Receptor	TLR9	TLR9
Receptor	TMEM222	TMEM222
Receptor	TMEM67	TMEM67
Receptor	TMPRSS6	TMPRSS6
Receptor	TNFRSF10A	TNFRSF10A
Receptor	TNFRSF10B	TNFRSF10B
Receptor	TNFRSF10C	TNFRSF10C
Receptor	TNFRSF10D	TNFRSF10D
Receptor	TNFRSF11A	TNFRSF11A
Receptor	TNFRSF11B	TNFRSF11B
Receptor	TNFRSF12A	TNFRSF12A
Receptor	TNFRSF13B	TNFRSF13B
Receptor	TNFRSF13C	TNFRSF13C
Receptor	TNFRSF14	TNFRSF14 (HVEM)
Receptor	TNFRSF17	TNFRSF17
Receptor	TNFRSF18	TNFRSF18 (CD357, GITR)
Receptor	TNFRSF19	TNFRSF19
Receptor	TNFRSF1A	TNFRSF1A
Receptor	TNFRSF1B	TNFRSF1B
Receptor	TNFRSF21	TNFRSF21
Receptor	TNFRSF25	TNFRSF25
Receptor	TNFRSF4	TNFRSF4 (CD134,OX40)
Receptor	TNFRSF6B	TNFRSF6B
Receptor	TNFRSF8	TNFRSF8
Receptor	TNFRSF9	TNFRSF9 (CD137, 4-1BB)
Receptor	TRAF2	TRAF2
Receptor	TREM2	TREM2
Receptor	TRHR	TRHR
Receptor	TSHR	TSHR
Receptor	TSPAN1	TSPAN1
Receptor	TYRO3	TYRO3
Receptor	TYROBP	TYROBP
Receptor	UNC5A	UNC5A
Receptor	UNC5B	UNC5B
Receptor	UNC5C	UNC5C
Receptor	UNC5D	UNC5D
Receptor	UTS2R	UTS2R
Receptor	VIPR1	VIPR1
Receptor	VIPR2	VIPR2
Receptor	VLDLR	VLDLR
Receptor	VTCN1	VTCN1 (B7-H4)
Receptor	XCR1	XCR1
Receptor	ZNRF3	ZNRF3
